id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,filename,present
57287,Men,Apparel,Topwear,Shirts,Brown,Summer,2012.0,Casual,French Connection Men Brown Shirt,57287.jpg,True
4465,Boys,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Disney Boy's Marked Red Teen Kidswear,4465.jpg,True
45742,Women,Apparel,Topwear,Kurtas,Mustard,Summer,2012.0,Ethnic,Folklore Women Yellow Kurta,45742.jpg,True
15032,Women,Apparel,Topwear,Sweaters,Blue,Fall,2011.0,Casual,ADIDAS Women Stripes Blue Sweaters,15032.jpg,True
44690,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Wills Lifestyle Women Multi Coloured Top,44690.jpg,True
47015,Women,Apparel,Topwear,Kurtas,Cream,Fall,2012.0,Ethnic,Shree Women Cream & Fushia  Printed Kurta,47015.jpg,True
22482,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Timberland Men Navy Blue Rugby T-Shirt,22482.jpg,True
35435,Boys,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Casual,Doodle Boys Check Blue Shorts,35435.jpg,True
28984,Women,Apparel,Apparel Set,Kurta Sets,Orange,Summer,2012.0,Ethnic,Biba Outlet Women Orange Printed Churidar Kurta with Dupatta,28984.jpg,True
12217,Men,Apparel,Bottomwear,Trousers,Beige,Fall,2011.0,Formal,Basics Men Beige New Improved Fit Trousers,12217.jpg,True
9974,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Nike Men Black Polo Tshirts,9974.jpg,True
17557,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue & White Shirt,17557.jpg,True
16485,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Locomotive Men Check Grey Shirt,16485.jpg,True
9148,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2013.0,Casual,Lee Women Blue Jeans,9148.jpg,True
43687,Girls,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Doodle Girls Pink Top,43687.jpg,True
12025,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Mark Taylor Men White & Blue Striped Shirt,12025.jpg,True
32422,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,ADIDAS Men One Love Black T-shirt,32422.jpg,True
24547,Women,Apparel,Topwear,Tops,Blue,Fall,2011.0,Ethnic,Mother Earth Women Blue Top,24547.jpg,True
15200,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Arrow Sport Men Stripes Yellow Polo Tshirts,15200.jpg,True
37150,Men,Apparel,Topwear,Tshirts,Grey,Summer,2016.0,Casual,Campbell Men Pack of 3 T-shirt,37150.jpg,True
5785,Women,Apparel,Topwear,Tops,Blue,Summer,2011.0,Casual,Jealous 21 Women V Neck Blue Graphic Top,5785.jpg,True
53415,Women,Apparel,Topwear,Kurtas,Orange,Fall,2012.0,Ethnic,Alma Women Orange Kurta,53415.jpg,True
35263,Women,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Casual,Lee Women Beth Purple Check Shirt,35263.jpg,True
23306,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,W Women Blue Kurta,23306.jpg,True
6564,Men,Apparel,Bottomwear,Shorts,Blue,Summer,2011.0,Sports,Nike Men's Woven Blue Short,6564.jpg,True
42331,Women,Apparel,Saree,Sarees,Navy Blue,Summer,2012.0,Ethnic,Prafful Navy Crepe Printed Saree,42331.jpg,True
3016,Men,Apparel,Topwear,Tshirts,Beige,Summer,2011.0,Casual,Lee Men's Bottle Grey T-shirt,3016.jpg,True
33194,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Sepia Women Printed White Top,33194.jpg,True
58499,Women,Apparel,Dress,Dresses,White,Fall,2012.0,Casual,Tonga White Floral Design Dress,58499.jpg,True
21451,Women,Apparel,Topwear,Tshirts,Green,Winter,2012.0,Casual,Roxy Women Green Graphic Printed T-Shirt,21451.jpg,True
4233,Men,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Probase Men's Away To Glory Green Tshirt,4233.jpg,True
40654,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012.0,Ethnic,Span Women Pink Kurta,40654.jpg,True
1573,Women,Apparel,Bottomwear,Track Pants,Grey,Fall,2010.0,Sports,Kalenji Women Athletes Grey Track Pants,1573.jpg,True
24311,Men,Apparel,Bottomwear,Shorts,Black,Fall,2011.0,Casual,ADIDAS Men Black Shorts,24311.jpg,True
32274,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012.0,Ethnic,Vishudh Women Printed Brown Kurta,32274.jpg,True
41786,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Remanika Women Black Dress,41786.jpg,True
14584,Women,Apparel,Topwear,Tops,Red,Summer,2011.0,Casual,United Colors of Benetton Women Solid Red Tops,14584.jpg,True
52391,Women,Apparel,Loungewear and Nightwear,Nightdress,Lavender,Winter,2015.0,Casual,Red Rose Women Lavender Nightdress,52391.jpg,True
35051,Women,Apparel,Topwear,Kurtis,Blue,Summer,2012.0,Ethnic,Fabindia Women Printed Blue Kurtis,35051.jpg,True
7684,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Puma Men's Brazil Black Green T-shirt,7684.jpg,True
34183,Boys,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Gini and Jony Boys Green T-shirt,34183.jpg,True
23134,Boys,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Chhota Bheem Kids Boys I Like to Paint Navy Blue T-shirt,23134.jpg,True
42103,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,ADIDAS Men Black Polo T-shirt,42103.jpg,True
12673,Men,Apparel,Bottomwear,Trousers,Beige,Fall,2011.0,Casual,Probase Men Solid Beige Cargos,12673.jpg,True
27594,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Scullers Men Navy Blue polo T-shirt,27594.jpg,True
48439,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,French Connection Men White Printed T-shirt,48439.jpg,True
39001,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Gini and Jony Boys Core Red T-shirt,39001.jpg,True
36875,Men,Apparel,Topwear,Tshirts,Orange,Summer,2012.0,Casual,Spykar Men Cult Orange T-shirt,36875.jpg,True
20910,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Deni Yo Men Washed Blue Jeans,20910.jpg,True
14319,Men,Apparel,Bottomwear,Shorts,White,Fall,2012.0,Sports,ADIDAS Men Solid White Shorts,14319.jpg,True
7019,Women,Apparel,Topwear,Tops,White,Summer,2011.0,Casual,s.Oliver Women's White Blouse Top,7019.jpg,True
27907,Women,Apparel,Bottomwear,Trousers,Olive,Summer,2012.0,Casual,Scullers For Her Olive Trousers,27907.jpg,True
50855,Women,Apparel,Saree,Sarees,Cream,Summer,2012.0,Ethnic,Prafful Women Cream Crepe Sari,50855.jpg,True
19634,Women,Apparel,Topwear,Tops,Black,Summer,2011.0,Casual,United Colors of Benetton Women Solid Black Top,19634.jpg,True
11459,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,United Colors of Benetton Men Light Winters Blue Shirts,11459.jpg,True
39233,Women,Apparel,Dress,Dresses,Blue,Summer,2012.0,Casual,Femella Women Blue GGT Pannel Princess Dress,39233.jpg,True
14917,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Mr. Men Men Mr.Happy Navy Blue Tshirts,14917.jpg,True
16218,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Puma Men Graphic Navy Blue TShirt,16218.jpg,True
34148,Girls,Apparel,Bottomwear,Skirts,Blue,Summer,2012.0,Casual,Gini and Jony Girls Washed Blue Skirt,34148.jpg,True
54891,Women,Apparel,Topwear,Tops,Beige,Summer,2012.0,Casual,Do u speak green Women Beige Top,54891.jpg,True
28517,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Nike Men Manu Core Black T-shirt,28517.jpg,True
8607,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Scullers Men Blue Polo T-Shirts,8607.jpg,True
22811,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Locomotive Men Black Printed Tshirt,22811.jpg,True
58660,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,ALayna Women Green Kurta,58660.jpg,True
5118,Women,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Wrangler Women Reverse Striper Red T-shirt,5118.jpg,True
11801,Women,Apparel,Topwear,Kurtas,Navy Blue,Fall,2011.0,Ethnic,Vishudh Women Navy Blue Kurta,11801.jpg,True
44831,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Black Faas Graphic T-shirt,44831.jpg,True
52954,Women,Apparel,Saree,Sarees,Green,Fall,2012.0,Ethnic,FNF Green Sari,52954.jpg,True
39465,Women,Apparel,Topwear,Kurtis,Beige,Summer,2012.0,Ethnic,Diva Women Beige Kurti,39465.jpg,True
33963,Women,Apparel,Topwear,Tunics,Red,Summer,2012.0,Casual,Femella Women Red Tunic,33963.jpg,True
28725,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,W Women Printed Green Kurta,28725.jpg,True
19062,Women,Apparel,Topwear,Kurtis,Maroon,Fall,2011.0,Ethnic,Aurelia Women Solid Maroon Kurti,19062.jpg,True
8435,Women,Apparel,Topwear,Tops,Purple,Fall,2011.0,Casual,Jealous 21 Women Edie Purple Top,8435.jpg,True
6769,Men,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,Timberland Men Claremont Popl Black Shirt,6769.jpg,True
26479,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Ferrari Black Polo T-shirt,26479.jpg,True
54059,Women,Apparel,Bottomwear,Leggings,White,Summer,2010.0,Casual,Myntra Women White Leggings,54059.jpg,True
48406,Men,Apparel,Topwear,Tshirts,Cream,Summer,2012.0,Casual,French Connection Men Cream Striped T-shirt,48406.jpg,True
4802,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,ADIDAS Men's Best Shot Teal Blue T-shirt,4802.jpg,True
58694,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,ALayna Women Green Kurta,58694.jpg,True
37739,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,John Players Men Striped Shirt,37739.jpg,True
59746,Women,Apparel,Loungewear and Nightwear,Nightdress,White,Summer,2014.0,Casual,Avirate White Babydoll Nightdress,59746.jpg,True
15469,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Puma Men Bolt Essential Blue Tshirts,15469.jpg,True
24920,Women,Apparel,Topwear,Tops,Navy Blue,Summer,2012.0,Casual,United Colors of Benetton Women Navy Blue Top,24920.jpg,True
33997,Women,Apparel,Dress,Dresses,Purple,Summer,2012.0,Casual,Femella Women Purple & Black Dress,33997.jpg,True
7489,Women,Apparel,Bottomwear,Capris,Black,Summer,2011.0,Sports,Nike Women As Be Strong Black Capri,7489.jpg,True
3815,Boys,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Disney Kids Boy's Orange Just Cruising Kidswear,3815.jpg,True
18978,Men,Apparel,Topwear,Jackets,White,Summer,2011.0,Casual,ADIDAS Originals Men CR WB PS White Jacket,18978.jpg,True
19096,Women,Apparel,Topwear,Kurtas,Maroon,Fall,2011.0,Ethnic,Mother Earth Women Calssic Maroon Kurta,19096.jpg,True
3029,Women,Apparel,Topwear,Tshirts,Peach,Summer,2011.0,Casual,Lee Women Zoe Dark Peach T-shirt,3029.jpg,True
17930,Women,Apparel,Bottomwear,Track Pants,Black,Fall,2011.0,Casual,Nike Women Casual Black Track Pant,17930.jpg,True
17568,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue & White Striped Shirt,17568.jpg,True
12826,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Spykar Men Check White Shirts,12826.jpg,True
8899,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Indigo Nation Men Bling Red Shirts,8899.jpg,True
48250,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,The Amazing Spiderman Boys Red T-Shirt,48250.jpg,True
9177,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Bade Blue Jeans,9177.jpg,True
18520,Women,Apparel,Topwear,Jackets,Black,Fall,2011.0,Casual,C Vox Women Solid 1354 Black Jacket,18520.jpg,True
6903,Women,Apparel,Topwear,Tshirts,Cream,Summer,2011.0,Casual,Tantra Women's Mudra Cream T-shirt,6903.jpg,True
31298,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Glyth Black T-shirt,31298.jpg,True
30944,Women,Apparel,Topwear,Kurtis,Olive,Summer,2012.0,Ethnic,Fabindia Women Olive Silk Kurti,30944.jpg,True
29055,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,ADIDAS Men Flame Black T-shirt,29055.jpg,True
26821,Men,Apparel,Bottomwear,Trousers,Brown,Summer,2012.0,Casual,Highlander Men Brown Trousers,26821.jpg,True
18712,Women,Apparel,Bottomwear,Skirts,Black,Fall,2011.0,Formal,Arrow Women Solid Black Skirt,18712.jpg,True
48062,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,French Connection Men White Shirt,48062.jpg,True
9345,Men,Apparel,Bottomwear,Shorts,Green,Fall,2011.0,Casual,Puma Men Checks Green Shorts,9345.jpg,True
42558,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012.0,Ethnic,Mother Earth Women Multi Coloured Kurta,42558.jpg,True
25698,Women,Apparel,Topwear,Tops,Brown,Summer,2012.0,Casual,Mumbai Slang Women Printed Brown Top,25698.jpg,True
15831,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Visudh Green Printed Ethnic Kurta,15831.jpg,True
59382,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Vishudh Women Blue Printed Kurta,59382.jpg,True
57218,Women,Apparel,Bottomwear,Capris,Blue,Fall,2012.0,Casual,Kraus Jeans Women Blue Capris,57218.jpg,True
14943,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Status Quo Men Stripes Black Tshirts,14943.jpg,True
12288,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Formal,Genesis Men Solid Grey Trousers,12288.jpg,True
34578,Women,Apparel,Dress,Dresses,Red,Summer,2012.0,Casual,Tonga Women Printed Red Dress,34578.jpg,True
26881,Women,Apparel,Topwear,Tshirts,Peach,Summer,2012.0,Casual,Jealous 21 Women Pink T-shirt,26881.jpg,True
16628,Men,Apparel,Topwear,Tshirts,Olive,Summer,2016.0,Casual,Facit Men Smart Olive Tshirt,16628.jpg,True
43618,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Vero Moda Women White Top,43618.jpg,True
31238,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Puma Men Schon Polo Green T-shirt,31238.jpg,True
13954,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,United Colors of Benetton Men Printed White  Polo Tshirts,13954.jpg,True
8839,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2011.0,Casual,Scullers Men Scul Grey Trousers,8839.jpg,True
41973,Girls,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Gini and Jony Girls Core Pink Top,41973.jpg,True
20178,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Wrangler Men Tiny Green Shirt,20178.jpg,True
57816,Women,Apparel,Topwear,Tunics,Khaki,Fall,2012.0,Casual,United Colors of Benetton Women Khaki Tunic,57816.jpg,True
21896,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,BIBA Women Printed Blue Kurta,21896.jpg,True
8461,Women,Apparel,Topwear,Tops,Pink,Fall,2011.0,Casual,Jealous 21 Women Jealous Caley Pink Top Pink Tops,8461.jpg,True
3089,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Probase Men's Dead Tired Black T-shirt,3089.jpg,True
7429,Women,Apparel,Topwear,Kurtas,Pink,Summer,2011.0,Casual,W Women's Round Neck Sleeveless Pink Top,7429.jpg,True
28771,Women,Apparel,Topwear,Kurtis,Green,Summer,2012.0,Ethnic,Aurelia Women Printed Green Kurti,28771.jpg,True
14729,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Ed Hardy Men Don.Ed White Tshirts,14729.jpg,True
33937,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,ADIDAS Men Polo Black T-shirt,33937.jpg,True
25852,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Diva Women Printed Green Kurta,25852.jpg,True
44865,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Puma Men Grey & White Polo T-shirt,44865.jpg,True
10987,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Inkfruit Men Boyz Navy Blue Tshirts,10987.jpg,True
5970,Men,Apparel,Topwear,Shirts,Red,Summer,2011.0,Casual,Highlander Men Red White Checked Shirts,5970.jpg,True
11069,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Scullers Men Check Black Shirts,11069.jpg,True
19204,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,United Colors of Benetton Men Check Green Shirt,19204.jpg,True
9781,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,ADIDAS Men Bnce Hop Black Tshirts,9781.jpg,True
34920,Women,Apparel,Topwear,Dupatta,Magenta,Summer,2012.0,Ethnic,Fabindia Magenta Dupatta,34920.jpg,True
28543,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Nike Men Bold Stripe Grey T-shirt,28543.jpg,True
8495,Women,Apparel,Bottomwear,Skirts,Blue,Fall,2011.0,Casual,Forever New Women Cornflower Blue Skirts,8495.jpg,True
9547,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Sports,Nike Men Manu Cshss Training Grey T-Shirts,9547.jpg,True
29657,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Indigo Nation Men Check White Shirt,29657.jpg,True
17158,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Checks Navy Blue Shirt,17158.jpg,True
24974,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,United Colors of Benetton Women Light Pink Printed T-shirt,24974.jpg,True
4258,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Inkfruit Men's Everest Grey T-shirt,4258.jpg,True
53826,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012.0,Ethnic,Folklore Women Brown Printed Kurta,53826.jpg,True
44891,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Puma Men Navy Blue Polo T-shirt,44891.jpg,True
24148,Men,Apparel,Topwear,Tshirts,Yellow,Spring,2012.0,Casual,ADIDAS Men Yellow Printed T-shirt,24148.jpg,True
45943,Women,Apparel,Topwear,Tops,Green,Summer,2012.0,Casual,Mumbai Slang Women Green Top,45943.jpg,True
53228,Men,Apparel,Bottomwear,Trousers,Charcoal,Summer,2012.0,Formal,Mark Taylor Men Charcoal Grey Trousers,53228.jpg,True
59712,Women,Apparel,Loungewear and Nightwear,Nightdress,Black,Summer,2012.0,Casual,Avirate Black Babydoll Nightdress,59712.jpg,True
5984,Men,Apparel,Topwear,Shirts,Red,Summer,2011.0,Casual,Locomotive Men Red Checked Shirt,5984.jpg,True
12618,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Probase Men Stripes Blue Polo T-Shirts,12618.jpg,True
42168,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Status Quo Men Blue T-shirt,42168.jpg,True
48452,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,French Connection Men Red Printed T-shirt,48452.jpg,True
23963,Men,Apparel,Topwear,Tshirts,Orange,Fall,2011.0,Casual,Peter England Men Orange  Printed T-shirt,23963.jpg,True
9775,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,ADIDAS Men Co Graphic Navy Blue Tshirts,9775.jpg,True
18322,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Wills Lifestyle Men Check Grey Shirt,18322.jpg,True
59376,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Vishudh Women Green Printed Kurta,59376.jpg,True
18746,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,Arrow Woman Cola Black Top,18746.jpg,True
26049,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Formal,John Miller Men Striped Navy Blue Shirt,26049.jpg,True
30910,Women,Apparel,Topwear,Kurtis,Grey,Summer,2012.0,Ethnic,Fabindia Women Striped Grey Kurti,30910.jpg,True
26875,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,Jealous 21 Women Pink Printed T-shirt,26875.jpg,True
29001,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Status Quo Men Printed White T-shirt,29001.jpg,True
18574,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Puma Men Ghetto Halftone Black T-shirt,18574.jpg,True
3419,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Myntra Mens tere pass kya hai T-shirt,3419.jpg,True
7885,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,2011.0,Casual,Proline Men Grey Track Pants,7885.jpg,True
55789,Women,Apparel,Loungewear and Nightwear,Nightdress,Black,Summer,2017.0,Casual,SDL by Sweet Dreams Women Black Nightdress,55789.jpg,True
41987,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Gini and Jony Boys Core Blue T-shirt,41987.jpg,True
32449,Men,Apparel,Bottomwear,Shorts,White,Summer,2012.0,Sports,ADIDAS Men White 3/4 Length Pants,32449.jpg,True
59978,Women,Apparel,Dress,Dresses,Brown,Fall,2012.0,Casual,Avirate Brown & Grey Check Dress,59978.jpg,True
10719,Women,Apparel,Bottomwear,Capris,Blue,Fall,2011.0,Casual,Nike Women Training Blue Capris,10719.jpg,True
3284,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Guerrilla Men's Move It Move On Red T-shirt,3284.jpg,True
31451,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Sports,Nike Men Running Red Jersey,31451.jpg,True
48499,Women,Apparel,Bottomwear,Jeans,Grey,Winter,2011.0,Casual,French Connection Women Black Jeans,48499.jpg,True
27534,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Scullers Men Check Blue Shirt,27534.jpg,True
22046,Women,Apparel,Topwear,Kurtas,Mustard,Fall,2011.0,Ethnic,Vishudh Women Mustard Printed Kurta,22046.jpg,True
16273,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Levis Men Grey & Black Striped Shirt,16273.jpg,True
23194,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Highlander Men Blue Check Shirt,23194.jpg,True
5173,Women,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Inkfruit Women's Secret Diary Dark Grey T-shirt,5173.jpg,True
14524,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Formal,Mark Taylor Men Grey & White Striped Shirt,14524.jpg,True
10184,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Indigo Nation Men  White Stripe Shirt,10184.jpg,True
33306,Boys,Apparel,Bottomwear,Jeans,Grey,Summer,2012.0,Casual,Gini and Jony Boys Washed Grey Jeans,33306.jpg,True
11056,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Scullers Men Check Blue Shirts,11056.jpg,True
58439,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,AND by Anita Dongre Women Black Dress,58439.jpg,True
14716,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Indigo Nation Men Formal Shirt White Shirts,14716.jpg,True
37594,Boys,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Madagascar 3 Boys Green Printed T-Shirt,37594.jpg,True
4293,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Tantra Men's Blessed Cream T-shirt,4293.jpg,True
52103,Women,Apparel,Topwear,Kurtis,Pink,Summer,2012.0,Ethnic,Myntra Women Pink Kurti,52103.jpg,True
11264,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Casual,Indigo Nation Men TR Yarn Dyed Grey Trousers,11264.jpg,True
45988,Women,Apparel,Saree,Sarees,Black,Summer,2012.0,Ethnic,Fabindia Black Mangalagiri Saree,45988.jpg,True
42391,Women,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Flying Machine Women White Printed T-shirt,42391.jpg,True
49779,Women,Apparel,Loungewear and Nightwear,Night suits,White,Summer,2012.0,Casual,Little Miss Intimates White Printed Pyjama Set,49779.jpg,True
19009,Women,Apparel,Topwear,Jackets,White,Summer,2011.0,Casual,ADIDAS Originals Women F Night Logo TT White Jacket,19009.jpg,True
2164,Men,Apparel,Topwear,Shirts,Purple,Spring,2011.0,Casual,Probase Men Stripe Purple Shirt,2164.jpg,True
16041,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Highlander Men Check Blue Shirt,16041.jpg,True
46731,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Gini and Jony Boys Red Printed T-Shirt,46731.jpg,True
19835,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Casual,U.S. Polo Assn. Men Check Brown Shirt,19835.jpg,True
7416,Women,Apparel,Topwear,Kurtas,White,Summer,2011.0,Ethnic,W Women V Neck Solid Short Sleeve White Kurta,7416.jpg,True
17193,Men,Apparel,Topwear,Shirts,Navy Blue,Winter,2016.0,Casual,U.S. Polo Assn. Men Stripes Navy Blue Shirt,17193.jpg,True
50654,Men,Apparel,Loungewear and Nightwear,Lounge Shorts,Black,Winter,2016.0,Sports,Chromozome Men Black Lounge Shorts,50654.jpg,True
39856,Boys,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Gini and Jony Boys Printed Black T-Shirt,39856.jpg,True
20147,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Wrangler Men Broad Blue Shirt,20147.jpg,True
38984,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Gini and Jony Boys Rodeo Red T-shirt,38984.jpg,True
11600,Women,Apparel,Topwear,Kurtas,Grey,Summer,2011.0,Ethnic,W Women Printed Grey Kurtas,11600.jpg,True
32482,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Proline Men Red Polo T-shirt,32482.jpg,True
54690,Women,Apparel,Topwear,Kurtas,Sea Green,Fall,2012.0,Ethnic,Shree Women Sea Green Printed Kurta,54690.jpg,True
13157,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Puma Men Jersey Black Polo Tshirts,13157.jpg,True
43627,Women,Apparel,Dress,Dresses,Green,Summer,2012.0,Casual,Vero Moda Green Printed Shift Dress,43627.jpg,True
12085,Women,Apparel,Topwear,Kurtas,Red,Fall,2011.0,Ethnic,W Women Printed Red Kurtas,12085.jpg,True
22610,Men,Apparel,Topwear,Sweatshirts,Black,Summer,2012.0,Casual,Nike Men Black Sweatshirt,22610.jpg,True
